#=================================================================
# Traffic
# Report suite: GC
2024-04-04,2778054,3310125
2024-04-05,2513094,3265427
2024-04-06,1878457,3229132
2024-04-07,2027576,3032194
2024-04-08,3085491,2585367
2024-04-09,2911379,2046960
2024-04-10,2705589,2036220
2024-04-11,2864065,3083539
2024-04-12,2547228,3378247
2024-04-13,1843831,3188017
2024-04-14,2116905,2923769
2024-04-15,3535103,2596988
2024-04-16,2993074,1999291
2024-04-17,3004977,2059993
2024-04-18,2816208,3092379
2024-04-19,2547147,3527576
2024-04-20,2248091,3109504
2024-04-21,3207626,2996748
2024-04-22,3620552,2754226
2024-04-23,3357301,2112418
2024-04-24,3114275,2087530
2024-04-25,3016388,3102480
2024-04-26,2606262,3163151
2024-04-27,2266950,2973981
2024-04-28,3327201,2620201
2024-04-29,4057436,2076072
2024-04-30,3118499,1755355


##############################################
# Key metric summary Data
##############################################
,Visits,Visits
,Visits,Month before
Day,25115117,26641890
2024-04-01,782894,1155203
2024-04-02,939830,759498
2024-04-03,946018,740433
2024-04-04,894262,1050285
2024-04-05,825880,1052126
2024-04-06,592904,1063712
2024-04-07,573072,1005126
2024-04-08,879193,868767
2024-04-09,901254,671606
2024-04-10,886350,650390
2024-04-11,932947,1000147
2024-04-12,819248,1079267
2024-04-13,577236,1055722
2024-04-14,579792,968953
2024-04-15,964237,868748
2024-04-16,926175,655176
2024-04-17,918764,648268
2024-04-18,879397,988968
2024-04-19,798824,1096545
2024-04-20,598448,1018517
2024-04-21,662506,982930
2024-04-22,1027651,909891
2024-04-23,1016145,679588
2024-04-24,981923,652544
2024-04-25,947342,993384
2024-04-26,829413,1028150
2024-04-27,642138,974159
2024-04-28,700691,868290
2024-04-29,1164981,671603
2024-04-30,1007653,566454


##############################################
# Key metric summary Data (2)
##############################################
,Daily average visits,Daily average visits
,Daily average visits,Month before
Day,837170.5666666667,888063
2024-04-01,782894,1155203
2024-04-02,939830,759498
2024-04-03,946018,740433
2024-04-04,894262,1050285
2024-04-05,825880,1052126
2024-04-06,592904,1063712
2024-04-07,573072,1005126
2024-04-08,879193,868767
2024-04-09,901254,671606
2024-04-10,886350,650390
2024-04-11,932947,1000147
2024-04-12,819248,1079267
2024-04-13,577236,1055722
2024-04-14,579792,968953
2024-04-15,964237,868748
2024-04-16,926175,655176
2024-04-17,918764,648268
2024-04-18,879397,988968
2024-04-19,798824,1096545
2024-04-20,598448,1018517
2024-04-21,662506,982930
2024-04-22,1027651,909891
2024-04-23,1016145,679588
2024-04-24,981923,652544
2024-04-25,947342,993384
2024-04-26,829413,1028150
2024-04-27,642138,974159
2024-04-28,700691,868290
2024-04-29,1164981,671603
2024-04-30,1007653,566454


##############################################
# Key metric summary Data (4)
##############################################
,Daily average page views,Daily average page views
,Daily average page views,Month before
Day,2822516.1,2757039.233333333
2024-04-01,2478240,3893679
2024-04-02,3038054,2345444
2024-04-03,3050430,2365164
2024-04-04,2778054,3310125
2024-04-05,2513094,3265427
2024-04-06,1878457,3229132
2024-04-07,2027576,3032194
2024-04-08,3085491,2585367
2024-04-09,2911379,2046960
2024-04-10,2705589,2036220
2024-04-11,2864065,3083539
2024-04-12,2547228,3378247
2024-04-13,1843831,3188017
2024-04-14,2116905,2923769
2024-04-15,3535103,2596988
2024-04-16,2993074,1999291
2024-04-17,3004977,2059993
2024-04-18,2816208,3092379
2024-04-19,2547147,3527576
2024-04-20,2248091,3109504
2024-04-21,3207626,2996748
2024-04-22,3620552,2754226
2024-04-23,3357301,2112418
2024-04-24,3114275,2087530
2024-04-25,3016388,3102480
2024-04-26,2606262,3163151
2024-04-27,2266950,2973981
2024-04-28,3327201,2620201
2024-04-29,4057436,2076072
2024-04-30,3118499,1755355


#=================================================================
# Mobile
# Report suite: GC
"# Date: Apr 1, 2024 - Apr 30, 2024"
"# Segments: IRCC - EN & FR, Public traffic"
#=================================================================


##############################################
# Device types
##############################################
,Visits
Device Type (v4),25151173
mobile,12826336
desktop,11948378
tablet,376459


##############################################
# Top mobile pages
"# The pages with the most mobile traffic are mostly from campaigns (e.g. Before you apply, Claiming asylum, Welcoming women in Canada, Come to Canada)."
"# "
# Footnote: Pages with less than 1K visits in a month are excluded.
##############################################
,% mobile visits (min 1K visits)
Page URL (v12),0.5001149050805238
www.canada.ca/en/immigration-refugees-citizenship/campaigns/before-apply-india-hi.html,0.9568374344493747
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/facts-ar.html,0.9042659723613058
www.canada.ca/en/immigration-refugees-citizenship/campaigns/claiming-asylum-ar.html,0.9036273115220483
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply-ar.html,0.8755800151073703
www.canada.ca/fr/immigration-refugies-citoyennete/nouvelles/2024/04/le-canada-va-introduire-de-nouvelles-regles-concernant-les-heures-de-travail-hors-campus-pour-les-etudiants-etrangers.html,0.8687312874251497
www.canada.ca/en/immigration-refugees-citizenship/campaigns/choose-canada.html,0.8596437346437347
www.canada.ca/fr/immigration-refugies-citoyennete/nouvelles/2024/04/le-ministre-miller-abordera-la-question-des-heures-de-travail-hors-campus-pour-les-etudiants-etrangers.html,0.8492736077481841
www.canada.ca/fr/immigration-refugies-citoyennete/services/proteger-fraude/consequences-fraude.html,0.8491400491400491
www.canada.ca/en/immigration-refugees-citizenship/news/2024/04/speaking-notes-for-the-honourable-marc-miller-minister-of-immigration-refugees-and-citizenship-update-on-the-international-students-program.html,0.8398413288707078
www.canada.ca/fr/immigration-refugies-citoyennete/nouvelles/2023/06/les-voyageurs-admissibles-de-13nouveaux-pays-maintenant-dispenses-de-lobligation-de-visa-pour-entrer-au-canada.html,0.8395964691046658


#=================================================================
# Traffic sources
# Report suite: GC
"# Date: Apr 1, 2024 - Apr 30, 2024"
"# Segments: IRCC - EN & FR, Public traffic"
#=================================================================


##############################################
# Referrer types
##############################################
,,Entries
Referrer Type,,22397528
Search Engines,,12042261
Search Engines,Referring Domain,12042261
Search Engines,google.com,10055148
Search Engines,google.ca,698610
Search Engines,bing.com,696002
Search Engines,yahoo.com,181655
Search Engines,google.co.in,87483
Typed/Bookmarked,,7606506
Other Web Sites,,2354016
Social Networks,,394692
Social Networks,Referring Domain,394692
Social Networks,facebook.com,207852
Social Networks,youtube.com,70750
Social Networks,t.co,49830
Social Networks,instagram.com,28099
Social Networks,linkedin.com,16525
Hard Drive,,53


#=================================================================
# Top content
# Report suite: GC
"# Date: Apr 1, 2024 - Apr 30, 2024"
"# Segments: IRCC - EN & FR, Public traffic"
#=================================================================


##############################################
"# Top pages (E/F) "
##############################################
,Visits
Page Title (v11),25115117
Sign in to your IRCC secure account,5836442
Immigration and citizenship,3024835
My application,1326626
Check processing times,1204830
Ouvrir une session dans votre compte sécurisé d’IRCC,1106880
How to check your application status,929291
Express Entry rounds of invitations,646583
How to apply for a visitor visa,644500
Client Application Status,636834
Comprehensive Ranking System (CRS) tool: skilled immigrants (Express Entry),611699


##############################################
# Top 10 topics on theme page
##############################################
,,Activity Map Link Instances
Activity Map Page,,5662098
Immigration and citizenship,,5662098
Immigration and citizenship,Activity Map Link,1915292
Immigration and citizenship,My application,1345117
Immigration and citizenship,Visit,180026
Immigration and citizenship,Immigrate,107718
Immigration and citizenship,Work,103226
Immigration and citizenship,Study,97637
Immigration and citizenship,Citizenship,43953
Immigration and citizenship,New immigrants,17378
Immigration and citizenship,Refugees and asylum,9970
Immigration and citizenship,Canadians,6765
Immigration and citizenship,Immigration fraud and scams,2020


##############################################
# Top visit programs
##############################################
,,Activity Map Link Instances
Activity Map Page,,788935
Visit Canada,,788935
Visit Canada,Activity Map Link,422673
Visit Canada,Apply for a visitor visa,310840
Visit Canada,Apply for an Electronic Travel Authorization (eTA),40997
Visit Canada,Stay in Canada longer,27054
Visit Canada,Visitor visas for workers and students,22417
Visit Canada,Visit your children or grandchildren,10752
Visit Canada,Visit Canada on business,5649
Visit Canada,Transit through Canada,4964


##############################################
# Top 10 work programs
##############################################
,,Activity Map Link Instances
Activity Map Page,,188297
Get a work permit,,188297
Get a work permit,Activity Map Link,60768
Get a work permit,Temporary workers,32692
Get a work permit,Work and travel in Canada with International Experience Canada,6414
Get a work permit,Caregivers,5809
Get a work permit,Agricultural workers,5244
Get a work permit,Open work permit for vulnerable foreign workers,3600
Get a work permit,Open work permit for Hong Kong recent graduates,1630
Get a work permit,H-1B visa holder work permit,1565
Get a work permit,Business people,1450
Get a work permit,Open work permit for Ukrainian nationals,1018
Get a work permit,French-speaking workers outside Quebec,767


##############################################
# Top 10 immigration programs
##############################################
,,Activity Map Link Instances
Activity Map Page,,525710
Immigrate to Canada,,525710
Immigrate to Canada,Activity Map Link,252794
Immigrate to Canada,Express Entry,89917
Immigrate to Canada,Family sponsorship,39274
Immigrate to Canada,Provincial nominees,30098
Immigrate to Canada,Caregivers,14091
Immigrate to Canada,Temporary resident to permanent resident pathway,12326
Immigrate to Canada,Atlantic Immigration Program,9571
Immigrate to Canada,Start-up visa,9232
Immigrate to Canada,Rural and Northern Immigration Pilot,8425
Immigrate to Canada,Quebec-selected skilled workers,8141
Immigrate to Canada,Refugees,7915


#=================================================================
# Top content (FR)
# Report suite: GC
"# Date: Apr 1, 2024 - Apr 30, 2024"
"# Segments: IRCC - EN & FR, Public traffic"
#=================================================================


##############################################
# Top topics on theme page (FR)
##############################################
,,Activity Map Link Instances
Activity Map Page,,1275271
Immigration et citoyenneté,,1275271
Immigration et citoyenneté,Activity Map Link,271054
Immigration et citoyenneté,Ma demande,166498
Immigration et citoyenneté,Immigrer,29362
Immigration et citoyenneté,Visiter,23423
Immigration et citoyenneté,Étudier,20357
Immigration et citoyenneté,Travailler,19566
Immigration et citoyenneté,Citoyenneté,5264
Immigration et citoyenneté,Nouveaux immigrants,3559
Immigration et citoyenneté,Réfugiés et octroi de l’asile,1636
Immigration et citoyenneté,Canadiens,727
Immigration et citoyenneté,Fraudes et arnaques en matière d’immigration,427


##############################################
# Top visit programs (FR)
##############################################
,,Activity Map Link Instances
Activity Map Page,,122827
Visiter le Canada,,122827
Visiter le Canada,Activity Map Link,56267
Visiter le Canada,Demander un visa de visiteur,39458
Visiter le Canada,Présenter une demande d’autorisation de voyage électronique (AVE),7999
Visiter le Canada,Visas de visiteurs pour les travailleurs et les étudiants,3391
Visiter le Canada,Prolonger votre séjour au Canada,2546
Visiter le Canada,Rendre visite à vos enfants et petits-enfants,1549
Visiter le Canada,Visiter le Canada pour affaires,804
Visiter le Canada,Transiter par le Canada,343
Visiter le Canada,Obtenir des renseignements sur le contrôle frontalier des visiteurs,177


##############################################
# Top 10 immigration programs (FR)
##############################################
,,Activity Map Link Instances
Activity Map Page,,145596
Immigrer au Canada,,145596
Immigrer au Canada,Activity Map Link,56962
Immigrer au Canada,Entrée express,18207
Immigrer au Canada,Travailleurs qualifiés sélectionnés par le Québec,7474
Immigrer au Canada,Programme d’immigration au Canada atlantique,7291
Immigrer au Canada,Candidats des provinces,6291
Immigrer au Canada,Parrainage d’un membre de la famille,5665
Immigrer au Canada,Immigration francophone,5556
Immigrer au Canada,Aides familiaux,1678
Immigrer au Canada,"Programme humanitaire familial pour les Colombiens, les Haïtiens et les Vénézuéliens",1368
Immigrer au Canada,Réfugiés,1159
Immigrer au Canada,Travailleurs autonomes,957


##############################################
# Top 10 work programs (FR)
##############################################
,,Activity Map Link Instances
Activity Map Page,,40389
Obtenir un permis de travail,,40389
Obtenir un permis de travail,Activity Map Link,9963
Obtenir un permis de travail,Travailleurs temporaires,4685
Obtenir un permis de travail,Travailler et voyager au Canada avec Expérience internationale Canada,1474
Obtenir un permis de travail,Travailleurs d’expression française hors du Québec,1118
Obtenir un permis de travail,Permis de travail ouvert pour les travailleurs étrangers vulnérables,1097
Obtenir un permis de travail,Travailleurs agricoles,778
Obtenir un permis de travail,Aides familiaux,441
Obtenir un permis de travail,Permis de travail pour les titulaires de visas H-1B,106
Obtenir un permis de travail,gens d’affaires,87
Obtenir un permis de travail,Conseillers de camp de vacances,84
Obtenir un permis de travail,Permis de travail ouvert pour les ressortissants Ukrainiens,55


#=================================================================
# Site searches (don't include for now)
# Report suite: GC
"# Date: Apr 1, 2024 - Apr 30, 2024"
#=================================================================


##############################################
# Top searches from IRCC content
##############################################
,IRCC prev pages (E/F)
,Site Search (e50)
Phrase - Site Search (v50),819628
add multiple files,9339
reduce file size,7966
eta,7336
webform,6791
gckey,5847
pgwp,5507
web form,5086
Work Permit,4547
visa,4513
express entry,4471


##############################################
# Top searches leading to IRCC content
##############################################
,IRCC search destination URLs (E/F)
,Site Search Result Click (e51)
Phrase - Site Search (v50),291793
eta,5380
webform,4919
web form,3668
Processing time,3371
gckey,3287
express entry,3277
Work Permit,2562
visa,2422
VISITOR VISA,2344
sign in,2282


#=================================================================
# Task success (last quarter)
# Report suite: GC
"# Date: Jan 1, 2024 - Mar 31, 2024"
"# Segments: IRCC, Survey Data - TSS - Exclude 'I started this survey before I finished my visit', Survey Data - TSS - Exclude testing"
"# Overall scores for task success, ease, and satisfaction remain stable compared to last month."
#=================================================================


##############################################
# Key metric summary Data (from Satisfaction (vs. prev month) (2))
##############################################
,Survey Data - GC Task Success Survey Completed / Données du sondage - Sondage sur la réussite de tâches du GC terminé (e120),Survey Data - GC Task Success Survey Completed / Données du sondage - Sondage sur la réussite de tâches du GC terminé (e120)
,Survey Data - TSS - Institution (Sampling),Prior quarter to this date range
,Survey Data - TSS - Institution (Sampling),Survey Data - TSS - Institution (Sampling)
Segments,47319,45409
All Visits,47319,45409


##############################################
# Key metric summary Data (from Task success (vs. prev month) (3))
##############################################
,Survey Data - Satisfaction - % satisfied or very satisfied,Survey Data - Satisfaction - % satisfied or very satisfied
,Survey Data - TSS - Institution (Sampling),Prior quarter to this date range
,Survey Data - TSS - Institution (Sampling),Survey Data - TSS - Institution (Sampling)
Segments,0.5927428728417761,0.6015327358012729
All Visits,0.5927428728417761,0.6015327358012729


##############################################
# Key metric summary Data (from Task success (vs. prev month) (2))
##############################################
,Survey Data - Ease - % who said it was easy or very easy to do what they needed to do online,Survey Data - Ease - % who said it was easy or very easy to do what they needed to do online
,Survey Data - TSS - Institution (Sampling),Prior quarter to this date range
,Survey Data - TSS - Institution (Sampling),Survey Data - TSS - Institution (Sampling)
Segments,0.6032671865424036,0.6183135501772776
All Visits,0.6032671865424036,0.6183135501772776


##############################################
# Key metric summary Data
##############################################
,Survey Data - Effectiveness - % able to complete the purpose of their visit,Survey Data - Effectiveness - % able to complete the purpose of their visit
,Survey Data - TSS - Institution (Sampling),Prior quarter to this date range
,Survey Data - TSS - Institution (Sampling),Survey Data - TSS - Institution (Sampling)
Segments,0.7733257253957184,0.7729965425356207
All Visits,0.7733257253957184,0.7729965425356207


##############################################
# Highest-performing tasks
"# The following 3 tasks got task success scores above 80%: Check processing times, Apply for a work permit, and Apply for an eTA."
"# "
"# (Insight for worst tasks) The program content for PR cards clearly needs improvement as the PR card task has the lowest scores in all 3 areas: task success, ease, and satisfaction."
##############################################
,Survey Data - TSS - Task (Sampling),Survey Data - TSS - Task (Sampling),Survey Data - TSS - Task (Sampling),Survey Data - TSS - Task (Sampling)
,TSS task completion % (min 384 responses),Survey Data - Ease - % who said it was easy or very easy to do what they needed to do online,Survey Data - Satisfaction - % satisfied or very satisfied,Survey Data - GC Task Success Survey Completed / Données du sondage - Sondage sur la réussite de tâches du GC terminé (e120)
TSS Survey Data - Reason of Visit - Task (v120c),0.7733257253957184,,,47319
Check processing times,0.8431372549019608,0.7013574660633484,0.5844645550527904,1326
Apply for a work permit,0.8184745762711865,0.583135593220339,0.5931355932203389,11800
Apply for an Electronic Travel Authorization (eTA),0.8112676056338028,0.663661971830986,0.6152112676056338,1775
Study in Canada – for non-Canadians,0.7975402081362346,0.6319772942289499,0.6698202459791863,2114
Apply for Canadian citizenship,0.7965926690758905,0.60557563242127,0.6133195663397005,3874
Apply for a new Canadian passport,0.7891061452513967,0.6229050279329609,0.6340782122905028,716
Check if you need a visa or electronic travel authorization (eTA) to travel to Canada,0.7875716174526223,0.6227412957249889,0.5971793741736448,2269
Check your application status,0.7858536585365854,0.6465040650406504,0.5894308943089431,6150
Apply for a visitor visa to Canada,0.7847712618974516,0.5775253300583358,0.6017807798587658,3257
Renew a Canadian passport,0.7734138972809668,0.6612957368244378,0.6203423967774421,2979
Find a visa application centre,0.7243947858472998,0.5232774674115456,0.6052141527001862,537
Immigrate through Express Entry,0.7239234449760765,0.6521531100478469,0.6526315789473685,2090
How to extend your stay in Canada,0.7109004739336493,0.533175355450237,0.556872037914692,422
Immigrate as a provincial nominee,0.7016434892541087,0.6194690265486725,0.5992414664981036,791
"Contact Immigration, Refugees and Citizenship Canada",0.6591166477916195,0.5045300113250283,0.5084937712344281,1766
"IRCC secure account - register, sign in, help",0.6543535620052771,0.5184696569920845,0.5316622691292876,758
Sponsor your family members to immigrate to Canada,0.6417445482866043,0.5560747663551402,0.5093457943925234,642
Find an IRCC application package or form,0.6335877862595419,0.4580152671755725,0.5221374045801527,655
Check the status of a passport application,0.632890365448505,0.6777408637873754,0.473421926910299,602
"Get, renew or replace a permanent resident card",0.5397727272727273,0.38920454545454547,0.40767045454545453,704
Immigrate as a Quebec-selected skilled worker,0,1,0.6666666666666666,3
Apply for a permanent resident travel document,0,0.8571428571428571,0.8571428571428571,7
Work in Canada after my studies,0,0.8333333333333334,0.8333333333333334,12
Immigrate to Canada,0,0.8,0.4,10
Pensions and retirement,0,0.75,1,4


#=================================================================
# Task success (last 12 mos)
# Report suite: GC
"# Date: May 1, 2023 - Apr 30, 2024"
"# Segments: IRCC, Survey Data - TSS - Exclude 'I started this survey before I finished my visit', Survey Data - TSS - Exclude testing"
#=================================================================


##############################################
# Last 12 months
##############################################
,Survey Data - TSS - Institution (Sampling),Survey Data - TSS - Institution (Sampling),Survey Data - TSS - Institution (Sampling),Survey Data - TSS - Institution (Sampling)
,Survey Data - Effectiveness - % able to complete the purpose of their visit,Survey Data - Ease - % who said it was easy or very easy to do what they needed to do online,Survey Data - Satisfaction - % satisfied or very satisfied,Survey Data - GC Task Success Survey Completed / Données du sondage - Sondage sur la réussite de tâches du GC terminé (e120)
Month,0.7557285961407874,0.6060193010195737,0.5886216177367151,201751
2024-04-01,,,,0
2024-03-01,0.7645487129358097,0.604040404040404,0.5869012707722385,15345
2024-02-01,0.7780264875955978,0.5902505751414537,0.5897531555058136,16083
2024-01-01,0.7770436095903341,0.615694418224152,0.6014096029198918,15891
2023-12-01,0.7829495749773047,0.61962531979863,0.6011388957662788,12117
2023-11-01,0.7711298286378159,0.6163955852454255,0.5988963113563752,13772
2023-10-01,0.7681352459016394,0.6188524590163934,0.6036372950819672,19520
2023-09-01,0.7591074681238615,0.6074175268164339,0.5945658773527626,19764
2023-08-01,0.7545584921122721,0.6135525507068224,0.5951649252202418,19524
2023-07-01,0.7668972556135178,0.6237809026990248,0.5925379904740304,17636
2023-06-01,0.706169801371067,0.584426085428019,0.556512568113904,28445
2023-05-01,0.7367887038133085,0.5932611820410925,0.5809165468842479,23654


#=================================================================
# Pages leading to Contact & Help Centre
# Report suite: GC
"# Date: Apr 1, 2024 - Apr 30, 2024"
"# Segments: IRCC - EN & FR, Public Traffic"
#=================================================================


##############################################
# Pages leading to Contact us
"# The pages with the highest % of visits clicking on the Contact Us link in the footer are the Passport Help Centre and the Client Support Centre services page. "
# (Note that the Contact Us link from the Passport Help Centre is contextualized and sends users to the Contact the Passport Program page.)
"# "
# Footnotes:
# Pages with less than 1K visits in a month are excluded.
"# Main ""Contact IRCC"" page is excluded."
##############################################
,% of visits that click on Contact Us link in footer (min 1K visits)
Page URL (v12),0.002945081287830247
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/help-centre.html,0.07409435881386434
www.canada.ca/fr/immigration-refugies-citoyennete/services/passeports-canadiens/centre-aide.html,0.06767751479289941
www.canada.ca/en/immigration-refugees-citizenship/corporate/contact-ircc/client-support-centre.html,0.058613386613386616
www.canada.ca/fr/immigration-refugies-citoyennete/organisation/contactez-ircc/centre-soutien-clientele.html,0.05011478532701607
ircc.canada.ca/english/helpcentre/index-featured-int.asp,0.03557013118062563


##############################################
# Pages leading to Help Centre
"# The pages with the highest % of visits clicking on the Help Centre link in the footer are the Contact IRCC pages. The content on the Contact IRCC pages is possibly not what users are hoping for (they're likely hoping for a phone number to call), leading them to look for help elsewhere, such as the ""Help Centre"", which has a promising name, but this ultimately causes them to end up in a loop."
"# "
# Footnotes:
# Help Centre link in footer is contextualized.
# Pages with less than 1K visits in a month are excluded.
"# Help Centre content is excluded (filtered out URLs with ""helpcentre"" and ""centre-aide"")."
##############################################
,% of visits that click on Help Centre link in footer (min 1K visits)
Page URL (v12),0.001013490830896778
www.canada.ca/en/immigration-refugees-citizenship/corporate/contact-ircc.html,0.019692693634368142
www.canada.ca/en/immigration-refugees-citizenship/corporate/contact-ircc/client-support-centre.html,0.014769230769230769
www.canada.ca/fr/immigration-refugies-citoyennete/organisation/contactez-ircc.html,0.014534599197416072
www.canada.ca/en/immigration-refugees-citizenship/corporate/contact-ircc/international-experience-canada.html,0.013793103448275862
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/help-centre.html,0.01275330568813082


#=================================================================
# Top news & web notices
# Report suite: GC
"# Date: Apr 1, 2024 - Apr 30, 2024"
"# 2 of the top 5 news releases, as well as the top 2 web notices, were related to international students."
#=================================================================


##############################################
# Top news releases
##############################################
,news releases
,IRCC news
,Visits
Page Title (v11),271293
Canada to introduce new rules around off-campus work hours for international students,74400
"Canada to stabilize growth and decrease number of new international student permits issued to approximately 360,000 for 2024",44763
Changes to the Start-up Visa and Self-Employed Persons programs to help reduce backlogs and improve processing times,24080
Canada expands simplified renewal process for passports,22772
"Canada announces new immigration pilots to support rural and Francophone minority communities, will create a permanent program",18516


##############################################
# Top web notices
##############################################
,IRCC web notices
,Visits
Page Title (v11),211847
"Permanent residence fees increasing on April 30, 2024",72195
Additional information about International Student Program reforms,31929
Visitors can continue to apply for work permits inside Canada with temporary policy extended by 2 years,18937
Update on public-private college partnership programs for international students,17886
CUAET measures extended for those affected by processing delays,13349


#=================================================================
# Top crisis content
# Report suite: GC
"# Date: Apr 1, 2024 - Apr 30, 2024"
#=================================================================


##############################################
# Freeform table
# The most popular crisis content is the immigration measures for Ukraine.
##############################################
,IRCC crisis content (E/F)
,Visits
Page Title (v11),205760
Immigration measures and support for Ukrainians and their families,75433
"Situation in Iran: Temporary immigration, passport and citizenship measures",36073
Canada’s response to the situation in Afghanistan,25238
"Conflict in Sudan: Temporary immigration, passport and citizenship measures",20032
"Canadiens, résidents permanents et membres de leur famille immédiate qui habitent en Haïti",12589


##############################################
# Key metric summary Data
##############################################
,% of IRCC traffic to crisis content,% of IRCC traffic to crisis content
,% of IRCC traffic to crisis content,Month before
Day,0.008124615876366533,0.009093002673452755
2024-04-01,0.010787617269884366,0.01680623900373873
2024-04-02,0.009523909804520303,0.013820659023752326
2024-04-03,0.008863891119587767,0.01292349125863039
2024-04-04,0.018090453372976368,0.00961400623203386
2024-04-05,0.014919849819459997,0.009096897437586456
2024-04-06,0.013258539841355992,0.008698453308307708
2024-04-07,0.011646454028668998,0.008231186317142477
2024-04-08,0.008198907937880104,0.008444484468098932
2024-04-09,0.00645968596157118,0.010073498458183528
2024-04-10,0.006355761932401661,0.010066243067362734
2024-04-11,0.006417361880870428,0.007910143776690175
2024-04-12,0.007134921018308294,0.007106699606121453
2024-04-13,0.008860941392784859,0.007537492836286518
2024-04-14,0.009895684358167602,0.007754979031623682
2024-04-15,0.007288148114705991,0.00795150675125781
2024-04-16,0.0068376360400221655,0.008823663947548983
2024-04-17,0.006545712886367673,0.00983469635259436
2024-04-18,0.006610204735383872,0.0075729000435224144
2024-04-19,0.0069288296765885795,0.006744503608869365
2024-04-20,0.008787956724907895,0.006924809414709318
2024-04-21,0.009320114254345617,0.0074287532421503715
2024-04-22,0.006084647418047555,0.007492010553905903
2024-04-23,0.00581174430273683,0.009166542926913176
2024-04-24,0.006368585409728125,0.010188540035482325
2024-04-25,0.0061947189237694395,0.008295931057574259
2024-04-26,0.006270927954138097,0.008058836733651834
2024-04-27,0.007431125113435954,0.008183370951015678
2024-04-28,0.008201630913773777,0.00909105430216346
2024-04-29,0.005485557336709584,0.010690596143945864
2024-04-30,0.005603258649404519,0.011870713671963908


#=================================================================
# Top campaigns
# Report suite: GC
"# Date: May 1, 2024 - May 31, 2024"
#=================================================================


##############################################
# Top campaign landing pages
##############################################
,IRCC campaigns (E/F)
,Visits
Page Title (v11),4650
How to give your fingerprints and photo,1058
Choisir le Canada,940
Facts about biometrics,591
Cambios en los requisitos para las autorizaciones electrónicas de viaje (eTA) y las visas de visitante para los ciudadanos mexicanos,266
Biometrics and privacy,237
Changes to electronic travel authorization (eTA) and visitor visa requirements for Mexican citizens,233
An Immigration System for Canada’s Future: Strengthening our communities,211
Comment fournir vos empreintes digitales et votre photo (données biométriques),203
Temporary measures for biometric collection,160
Les faits concernant la biométrie,126


##############################################
# Top UTM campaigns
##############################################
,Visits
UTM Campaign (visit expiry) (v31),179
ircc-ircc-expressentry-23-24,115
ircc-ircc-visa-23-24,25
ircc-ircc-passport-tips-2023,7
ircc-ircc-newcomer-services-23-24,6
ircc-ircc-irrm23,5
ircc-ircc-irregular-arrivals-23-24,4
ircc-ircc-operationalpressures-23-24,4
ircc-ircc-express-entry-22-23,3
ircc-ircc-newcomer-services22-23-22-23,2
ircc-ircc-iec-23-24,2


